PO_Line_ID,PO_ID,Vendor_ID,Product_ID,Department_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Quantity,Unit_Price,Currency,PO_Status
L001569,PO000704,V019,P0028,D07,2025-04-20,2025-04-23,,445.0,209.27,USD,Open
L000463,PO000215,V037,P0092,D07,2025-09-27,2025-10-06,2025-10-23,57.0,161.08,USD,Completed
L000744,PO000351,V006,P0023,D09,2024-03-27,2024-04-01,2024-03-30,100.0,47.44,USD,Completed
L008415,PO003791,V001,P0002,D08,2024-04-26,2024-05-03,2024-04-30,47.0,1658.24,USD,Completed
L015627,PO007091,V016,P0069,D09,2024-04-01,2024-05-15,2024-05-13,2555.0,36.59,USD,Completed
L003995,PO001788,V015,P0079,D09,2025-10-21,2025-10-27,2025-10-26,640.0,125.19,USD,Completed
L014105,PO006410,V035,P0089,D08,2025-01-23,2025-01-29,,152.0,295.17,USD,Cancelled
L008818,PO003969,V029,P0067,D02,2025-01-12,2025-01-21,2025-01-19,80.0,35.51,USD,Completed
L009309,PO004195,V039,P0107,D09,2024-10-24,2024-10-29,2024-10-26,5.0,2769.08,USD,Completed
L010655,PO004792,V027,P0052,D07,2024-06-25,2024-07-13,2024-07-11,30.0,979.07,USD,Completed
L006285,PO002844,V029,P0062,D05,2025-01-23,2025-01-29,2025-01-27,7.0,1765.05,USD,Completed
L012959,PO005904,V020,P0031,D08,2024-04-29,2024-04-30,2024-04-30,97.0,418.97,USD,Completed
L018088,PO008207,V013,P0079,D05,2024-10-09,2024-10-25,2024-10-26,902.0,125.85,USD,Completed
L017702,PO008032,V037,P0091,D08,2025-06-26,2025-07-02,2025-07-19,34.0,100.42,USD,Completed
L013698,PO006230,V034,P0095,D03,2025-11-28,2025-12-03,2025-12-15,61.0,265.03,USD,Completed
L005495,PO002475,V007,P0002,D01,2024-07-06,2024-07-12,2024-07-09,28.0,2191.94,USD,Completed
L013226,PO006021,V011,P0082,D02,2024-03-30,2024-04-19,2024-04-17,529.0,181.87,USD,COMPLETED
L013856,PO006307,V027,P0047,D06,2025-05-16,2025-05-22,2025-05-25,45.0,95.64,USD,Completed
L008649,PO003887,V027,P0053,D02,2025-09-26,2025-10-04,2025-10-01,40.0,1244.7,USD,Completed
L010472,PO004713,V022,P0033,D03,2024-03-07,2024-03-12,2024-03-11,222.0,114.93,USD,Completed
L015599,PO007078,V036,P0092,D03,2024-03-10,2024-03-13,2024-03-13,37.0,201.4,USD,Completed
L004336,PO001942,V028,P0067,D05,2024-10-19,2024-10-21,2024-10-20,137.0,28.44,USD,Completed
L015924,PO007237,V005,P0011,D01,2024-07-11,2024-07-17,2024-07-14,11.0,118.75,USD,Completed
L014898,PO006765,V020,P0037,D08,2024-05-30,2024-05-31,2024-06-04,59.0,607.27,USD,Completed
L011592,PO005250,V018,P0037,D08,2025-02-10,2025-02-15,2025-02-14,32.0,531.46,USD,Completed
L018765,PO008501,V007,P0016,D07,2024-12-23,2025-01-10,2025-01-09,7.0,794.84,USD,Completed
L005115,PO002306,V019,P0040,D04,2025-12-03,2025-12-09,2025-12-07,83.0,131.72,USD,Completed
L007175,PO003239,V011,P0077,D09,2025-10-31,2025-11-14,2025-11-14,430.0,240.93,USD,Completed
L008588,PO003861,V003,P0012,D02,2025-06-14,2025-06-23,2025-06-23,25.0,217.87,USD,Completed
L015216,PO006913,V029,P0067,D09,2024-07-01,2024-07-13,2024-07-11,71.0,33.57,USD,Completed
L005213,PO002352,V018,P0033,D06,2025-10-21,2025-10-24,2025-10-24,89.0,103.55,USD,Completed
L016236,PO007373,V035,P0089,D04,2025-10-01,2025-10-13,2025-10-11,138.0,311.14,USD,Completed
L009953,PO004486,V012,P0073,D05,2025-12-26,2026-01-14,,1371.0,4.72,USD,Open
L009035,PO004069,V002,P0017,D09,2025-10-19,2025-10-28,2025-11-04,19.0,1223.34,USD,Completed
L018542,PO008398,V003,P0021,D01,2024-11-15,2024-11-29,2024-11-29,19.0,2087.37,USD,Completed
L000022,PO000010,V002,P0007,D09,2024-05-31,2024-06-05,2024-06-03,18.0,161.04,USD,Completed
L003719,PO001663,V030,P0062,D02,2025-07-18,2025-07-26,,5.0,1715.94,USD,Open
L002903,PO001288,V005,P0007,D01,2024-06-23,2024-07-02,,17.0,127.25,USD,Open
L015912,PO007230,V025,P0041,D02,2025-08-05,2025-08-07,2025-08-07,331.0,3.54,USD,Completed
L017556,PO007965,V017,P0036,D01,2025-04-03,2025-04-07,2025-04-05,32.0,1659.5,USD,Completed
L005535,PO002492,V029,P0066,D02,2025-08-01,2025-08-07,2025-08-04,100.0,90.1,USD,Completed
L013471,PO006128,V033,P0098,D08,2025-04-03,2025-04-27,2025-04-26,5.0,3447.53,USD,Completed
L000780,PO000364,V038,P0100,D02,2024-06-25,2024-07-04,2024-07-02,18.0,1144.72,USD,Completed
L011605,PO005257,V035,P0094,D02,2025-04-26,2025-05-03,2025-04-30,41.0,172.68,USD,Completed
L007421,PO003339,V015,P0072,D09,2025-07-19,2025-08-13,2025-08-13,990.0,114.78,USD,Completed
L017359,PO007877,V017,P0037,D01,2025-12-20,2025-12-21,2025-12-21,59.0,786.52,USD,Completed
L013139,PO005984,V019,P0031,D01,2025-02-03,2025-02-07,2025-02-04,80.0,,USD,Completed
L006529,PO002953,V034,P0095,D04,2025-10-05,2025-10-15,2025-10-17,63.0,259.54,USD,Completed
L003432,PO001527,V007,P0008,D08,2025-01-26,2025-02-04,2025-02-01,28.0,557.03,USD,Completed
L019179,PO008706,V009,P0086,D09,2025-06-23,2025-08-20,2025-08-17,5.0,10865.69,USD,Completed
L018794,PO008518,V040,P0101,D09,2025-12-15,2025-12-16,,9.0,414.15,USD,Open
L018802,PO008523,V002,P0007,D01,2024-05-06,2024-05-14,2024-05-13,16.0,170.12,USD,Completed
L014104,PO006409,V019,P0035,D01,2025-11-02,2025-11-06,2025-11-04,19.0,1392.01,USD,Completed
L004260,PO001907,V002,P0021,D01,2024-09-22,2024-10-04,2024-11-04,4.0,2425.71,USD,Completed
L004726,PO002121,V016,P0070,D08,2025-05-19,2025-06-20,2025-09-05,202.0,457.87,USD,Completed
L001470,PO000659,V003,P0021,D08,2025-09-30,2025-10-17,2025-10-24,20.0,2066.07,USD,Completed
L012020,PO005453,V036,P0096,D06,2024-09-07,2024-09-24,2024-09-21,2.0,4548.17,USD,Completed
L018821,PO008532,V008,P0012,D06,2025-01-20,2025-01-27,2025-01-29,15.0,256.53,USD,Completed
L018357,PO008316,V014,P0086,D08,2024-03-16,2024-04-18,2024-04-18,8.0,9737.33,USD,Completed
L011188,PO005050,V011,P0087,D09,2024-06-28,2024-07-18,2024-07-17,5.0,17012.33,USD,Completed
L017461,PO007928,V034,P0095,D06,2025-06-09,2025-06-19,2025-07-16,120.0,246.02,USD,Completed
L017738,PO008052,V035,P0089,D09,2024-05-10,2024-05-24,2024-05-24,127.0,295.58,USD,Completed
L008425,PO003797,V015,P0081,D09,2024-11-15,2024-11-21,2024-11-24,385.0,283.4,USD,Completed
L000369,PO000178,V025,P0043,D05,2024-05-19,2024-05-24,2024-05-24,154.0,3.02,USD,Completed
L018111,PO008215,V004,P0006,D01,2024-06-26,2024-07-07,,20.0,778.04,USD,Open
L009608,PO004324,V007,P0002,D01,2024-02-28,2024-03-06,2024-03-05,47.0,2011.54,USD,Completed
L016123,PO007327,V038,P0100,D02,2025-11-03,2025-11-08,2025-11-07,12.0,1223.44,USD,Completed
L009492,PO004275,V040,P0106,D02,2025-04-19,2025-04-21,2025-04-20,7.0,1574.58,USD,Completed
L000065,PO000031,V032,P0061,D02,2024-10-21,2024-11-03,2024-11-04,3.0,1200.58,USD,Completed
L004211,PO001886,V020,P0037,D08,2025-10-01,2025-10-07,2025-10-07,49.0,634.27,USD,Completed
L011057,PO004981,V027,P0053,D02,2025-09-24,2025-10-04,2025-10-02,15.0,1279.4,USD,Completed
L014820,PO006729,V029,P0056,D05,2024-09-11,2024-09-27,2024-09-25,8.0,3118.81,USD,Completed
L001722,PO000774,V017,P0037,D03,2025-01-30,2025-01-31,2025-01-31,41.0,764.77,USD,Completed
L014055,PO006388,V031,P0059,D09,2024-06-16,2024-06-20,2024-06-17,8.0,165.62,USD,Completed 
L005325,PO002402,V003,P0014,D04,2025-11-06,2025-11-13,2025-12-03,13.0,94.66,USD,Completed
L004061,PO001817,V002,P0015,D06,2025-09-13,2025-09-23,2025-09-21,35.0,101.52,USD,Completed
L007281,PO003282,V036,P0094,D04,2024-09-29,2024-10-09,2024-10-07,120.0,166.52,USD,Completed
L010684,PO004806,V021,P0036,D01,2025-08-30,2025-09-02,2025-09-01,38.0,1378.71,USD,Completed
L001825,PO000821,V005,P0019,D01,2025-02-01,2025-02-20,2025-02-20,10.0,1458.62,USD,Completed
L017752,PO008058,V022,P0039,D07,2025-02-23,2025-03-01,2025-03-25,106.0,212.64,USD,Completed
L012115,PO005500,V010,P0080,D09,2025-03-18,2025-03-26,2025-03-26,196.0,35.91,USD,Completed
L002356,PO001055,V006,P0024,D01,2024-09-03,2024-09-06,,100.0,62.52,USD,Cancelled
L017550,PO007964,V002,P0015,D01,2025-03-26,2025-04-05,2025-04-02,20.0,106.11,USD,Completed
L014953,PO006793,V012,P0087,D09,2025-05-28,2025-07-22,2025-07-22,5.0,18281.35,USD,Completed
L003233,PO001436,V009,P0079,D02,2025-01-02,2025-01-14,2025-01-11,902.0,138.44,USD,Completed
L015215,PO006913,V029,P0067,D09,2024-07-01,2024-07-11,2024-07-08,141.0,32.48,USD,Completed
L001919,PO000863,V034,P0098,D04,2024-07-21,2024-08-20,2024-08-19,2.0,4628.0,USD,Completed
L013057,PO005952,V003,P0012,D01,2025-01-04,2025-01-13,2025-01-10,56.0,193.36,USD,Completed
L001570,PO000704,V019,P0031,D07,2025-04-20,2025-04-23,,266.0,346.45,USD,Open
L001832,PO000823,V025,P0049,D07,2025-03-03,2025-03-09,2025-03-06,98.0,21.29,USD,Completed
L008540,PO003840,V001,P0002,D08,2025-03-19,2025-03-26,2025-03-25,36.0,1915.75,USD,Completed
L001243,PO000561,V005,P0011,D06,2025-12-31,2026-01-07,,40.0,117.07,USD,Open
L019475,PO008845,V026,P0045,D06,2024-12-13,2024-12-21,2024-12-18,93.0,72.89,USD,Completed
L009352,PO004217,V025,P0051,D03,2024-01-17,2024-02-08,2024-02-06,20.0,1109.63,USD,Completed
L016444,PO007466,V034,P0092,D01,2024-04-22,2024-04-30,2024-05-05,41.0,246.79,USD,Completed
L014328,PO006512,V010,P0080,D08,2025-06-10,2025-06-25,,2000.0,32.46,USD,Open
L004657,PO002089,V036,P0093,D08,2024-05-02,2024-05-09,2024-05-09,61.0,215.31,USD,Completed
L014935,PO006782,V001,P0007,D01,2025-08-08,2025-08-17,2025-08-24,14.0,129.42,USD,Completed
L008999,PO004050,V038,P0106,D09,2024-09-04,2024-09-06,2024-09-05,3.0,1908.25,USD,Completed
L012847,PO005850,V036,P0090,D06,2025-10-11,2025-10-14,2025-10-13,35.0,244.17,USD,Completed
L016461,PO007472,V031,P0059,D05,2024-08-13,2024-08-23,2024-08-30,4.0,181.42,USD,Completed
L015934,PO007240,V006,P0018,D07,2024-03-04,2024-03-24,2024-03-24,10.0,1837.22,USD,Completed
L001326,PO000598,V029,P0061,D09,2024-12-17,2024-12-24,2024-12-23,7.0,1063.86,USD,Completed
L008344,PO003758,V002,P0007,D08,2024-07-01,2024-07-11,2024-07-09,25.0,158.14,USD,Completed
L018009,PO008176,V041,P0107,D02,2025-08-21,2025-08-26,2025-08-30,4.0,2737.31,USD,Completed
L012407,PO005632,V029,P0065,D05,2024-07-29,2024-08-08,2024-08-10,73.0,56.9,USD,Completed
L008894,PO004004,V017,P0029,D04,2025-01-29,2025-01-30,2025-01-30,244.0,353.34,USD,Completed
L004860,PO002187,V016,P0070,D08,2025-05-20,2025-06-19,2025-06-16,202.0,,USD,Completed
L007491,PO003378,V017,P0038,D07,2024-08-17,2024-08-19,2024-08-18,93.0,,USD,Completed
L017618,PO007995,V036,P0093,D05,2024-07-06,2024-07-14,2024-07-11,115.0,201.97,USD,Completed
L011029,PO004967,V036,P0090,D08,2025-08-24,2025-09-02,2025-09-01,49.0,241.53,USD,Completed
L012285,PO005576,V031,P0058,D05,2024-01-20,2024-01-21,,6.0,596.35,USD,Open
L001223,PO000553,V016,P0076,D09,2025-04-01,2025-05-13,2025-05-11,273.0,340.39,USD,Completed
L001778,PO000800,V024,P0053,D07,2025-11-01,2025-11-22,2025-11-22,27.0,1029.07,USD,Completed
L018219,PO008261,V033,P0088,D01,2025-09-25,2025-09-27,2025-09-27,93.0,255.84,USD,Completed
L014787,PO006715,V035,P0089,D05,2025-09-06,2025-09-10,2025-09-08,32.0,300.13,USD,Completed
L014259,PO006482,V027,P0045,D07,2024-10-20,2024-10-24,2024-10-22,50.0,85.64,USD,Completed
L015334,PO006970,V041,P0103,D09,2025-12-27,2025-12-29,,16.0,164.28,USD,Open
L013395,PO006094,V033,P0088,D03,2024-08-11,2024-08-15,2024-08-15,149.0,224.8,USD,Completed
L017206,PO007805,V026,P0043,D07,2025-02-08,2025-02-10,2025-02-10,251.0,3.73,USD,Completed
L008702,PO003915,V035,P0088,D03,2024-07-28,2024-08-09,2024-08-07,69.0,235.56,USD,Completed
L017561,PO007968,V019,P0030,D03,2025-12-14,2025-12-19,,274.0,67.07,USD,Open
L006401,PO002895,V022,P0039,D08,2024-12-09,2024-12-15,2024-12-12,79.0,203.76,USD,Completed
L016517,PO007498,V036,P0096,D04,2024-10-30,2024-11-10,2024-11-09,4.0,4225.61,USD,Completed
L000749,PO000352,V036,P0088,D06,2025-12-12,2025-12-18,,67.0,291.39,USD,Open
L007272,PO003278,V009,P0079,D09,2025-04-18,2025-04-25,2025-04-24,871.0,134.16,USD,Completed
L005247,PO002369,V017,P0032,D07,2024-10-22,2024-10-24,2024-10-25,300.0,191.18,USD,Completed
L001260,PO000568,V006,P0007,D01,2024-09-11,2024-09-16,2024-09-15,14.0,153.46,USD,Completed
L007174,PO003238,V031,P0063,D02,2024-06-15,2024-06-16,2024-06-16,3.0,3786.58,USD,Completed
L001889,PO000851,V027,P0054,D02,2024-11-18,2024-12-01,,20.0,1191.94,USD,Open
L011061,PO004983,V036,P0093,D02,2025-01-02,2025-01-13,2025-01-13,85.0,232.08,USD,Completed
L000712,PO000333,V001,P0016,D03,2024-03-17,2024-03-30,2024-05-02,,629.04,USD,Completed
L018880,PO008560,V021,P0036,D01,2024-06-11,2024-06-20,2024-07-14,35.0,1450.97,USD,Completed
L012790,PO005825,V033,P0092,D07,2025-10-18,2025-10-23,,63.0,198.15,USD,Open
L014753,PO006702,V018,P0027,D03,2025-04-08,2025-04-10,2025-04-10,219.0,107.91,USD,Completed
L007938,PO003572,V012,P0078,D02,2024-06-16,2024-06-29,2024-07-21,970.0,27.86,USD,Completed
L004809,PO002163,V029,P0068,D02,2025-04-05,2025-04-17,2025-04-22,103.0,144.53,USD,Completed
L003330,PO001483,V033,P0098,D08,2024-12-16,2025-01-08,2025-01-08,5.0,3344.99,USD,Completed
L003294,PO001465,V029,P0063,D05,2024-06-13,2024-06-22,,10.0,4189.94,USD,Open
L015258,PO006934,V036,P0090,D07,2024-01-19,2024-01-25,2024-01-22,160.0,235.79,USD,Completed
L011904,PO005400,V015,P0079,D02,2025-03-05,2025-03-16,2025-03-15,902.0,127.32,USD,Completed
L003846,PO001718,V017,P0032,D07,2024-09-01,2024-09-02,2024-09-02,186.0,220.66,USD,Completed
L005552,PO002501,V019,P0040,D08,2024-02-22,2024-02-26,2024-04-04,89.0,125.75,USD,Completed
L014713,PO006682,V029,P0063,D05,2024-04-09,2024-04-16,,10.0,4357.3,USD,Open
L008297,PO003739,V006,P0023,D01,2024-01-01,2024-01-06,2024-01-06,32.0,53.4,USD,Completed
L011860,PO005376,V001,P0016,D01,2024-01-31,2024-02-20,,9.0,648.83,USD,Open
L001795,PO000809,V024,P0053,D02,2025-07-16,2025-07-31,2025-07-31,8.0,1075.19,USD,Completed
L016529,PO007504,V006,P0007,D08,2025-11-05,2025-11-14,2025-11-12,31.0,147.83,USD,Completed
L005918,PO002671,V003,P0018,D01,2025-12-26,2026-01-03,,7.0,1967.53,USD,Open
L017711,PO008037,V038,P0106,D02,2025-09-14,2025-09-16,2025-09-16,11.0,1712.8,USD,Completed
L011974,PO005433,V034,P0096,D01,2025-01-08,2025-01-29,2025-02-01,5.0,5247.12,USD,Completed
L005025,PO002259,V033,P0088,D01,2024-12-08,2024-12-11,2024-12-11,29.0,247.85,USD,Completed
L001659,PO000748,V037,P0095,D04,2025-10-28,2025-11-07,2025-11-04,117.0,163.99,USD,Completed
L000213,PO000110,V004,P0020,D02,2025-11-27,2025-12-10,2025-12-22,8.0,977.2,USD,Completed
L019308,PO008771,V028,P0067,D02,2024-08-22,2024-08-30,2024-09-02,79.0,33.18,USD,Completed
L017654,PO008012,V038,P0106,D02,2025-12-09,2025-12-13,2025-12-11,12.0,1803.45,USD,completed
L004420,PO001986,V032,P0060,D05,2025-07-15,2025-07-22,2025-07-20,4.0,1071.83,USD,Completed
L019181,PO008708,V025,P0049,D04,2025-01-27,2025-01-29,2025-02-04,166.0,21.77,USD,Completed
L005194,PO002344,V004,P0006,D06,2025-03-24,2025-04-01,2025-04-04,50.0,724.14,USD,Completed
L009552,PO004299,V017,P0029,D01,2025-10-31,2025-11-01,2025-11-01,500.0,317.19,USD,Completed
L008527,PO003836,V002,P0015,D01,2024-03-11,2024-03-14,2024-03-13,39.0,89.72,USD,Completed 
L002167,PO000971,V035,P0093,D08,2025-05-09,2025-05-15,2025-06-06,82.0,181.23,USD,Completed
L003111,PO001387,V026,P0053,D03,2024-02-18,2024-03-07,2024-03-06,19.0,1090.75,USD,Completed
L000793,PO000371,V037,P0088,D08,2025-07-11,2025-07-17,2025-07-17,140.0,197.49,USD,Completed
L000234,PO000118,V036,P0092,D07,2025-08-25,2025-09-03,,41.0,220.79,USD,Open
L013558,PO006170,V036,P0093,D04,2025-01-21,2025-01-31,2025-01-28,111.0,213.88,USD,Completed
L017969,PO008158,V031,P0057,D02,2025-02-09,2025-02-20,2025-02-20,4.0,336.79,USD,Completed
L016316,PO007411,V036,P0093,D02,2024-02-01,2024-02-12,2024-03-05,21.0,231.41,USD,Completed
L000210,PO000108,V011,P0082,D09,2024-10-10,2024-10-20,2024-10-17,529.0,178.14,USD,Completed
L009331,PO004208,V040,P0102,D02,2025-12-31,2026-01-01,,38.0,272.34,USD,Open
L013313,PO006059,V026,P0049,D06,2025-01-21,2025-01-27,2025-01-26,106.0,24.52,USD,Completed
L015163,PO006889,V039,P0105,D02,2024-05-08,2024-05-09,2024-05-09,5.0,5690.02,USD,Completed
L004499,PO002019,V035,P0089,D04,2024-06-02,2024-06-13,2024-06-10,75.0,304.48,USD,Completed
L011267,PO005093,V006,P0018,D06,2025-07-21,2025-07-31,2025-07-30,7.0,2023.52,USD,Completed
L009506,PO004280,V018,P0033,D03,2025-03-22,2025-03-27,2025-03-27,214.0,97.37,USD,Completed
L002414,PO001077,V019,P0040,D06,2024-10-22,2024-10-24,2024-10-23,140.0,118.34,USD,Completed
L006599,PO002985,V035,P0097,D08,2024-02-19,2024-03-20,2024-03-20,3.0,4291.78,USD,Completed
L016437,PO007460,V036,P0097,D07,2025-09-22,2025-09-29,2025-09-27,2.0,5210.59,USD,Completed
L014294,PO006497,V027,P0047,D03,2025-05-31,2025-06-04,2025-06-03,50.0,102.38,USD,Completed
L011015,PO004963,V007,P0010,D08,2025-03-07,2025-03-15,2025-03-16,16.0,494.08,USD,Completed
L000835,PO000386,V018,P0027,D08,2025-02-11,2025-02-15,2025-02-13,489.0,95.68,USD,Completed
L009064,PO004083,V003,P0025,D01,2024-02-27,2024-03-02,2024-02-28,25.0,71.9,USD,Completed
L008075,PO003641,V029,P0062,D02,2025-04-22,2025-04-27,2025-04-26,12.0,1664.81,USD,Completed
L012275,PO005570,V014,P0080,D09,2025-07-26,2025-07-30,2025-08-21,1207.0,46.04,USD,Completed
L009456,PO004260,V005,P0019,D09,2024-12-29,2025-01-10,,9.0,1381.15,USD,Cancelled
L009811,PO004418,V033,P0088,D02,2024-02-21,2024-03-05,2024-03-03,66.0,242.46,USD,Completed
L006036,PO002724,V006,P0007,D01,2025-05-30,2025-06-03,2025-06-03,20.0,155.26,USD,Completed
L010607,PO004768,V037,P0095,D04,2025-04-08,2025-04-10,2025-04-11,33.0,156.4,USD,Completed
L001221,PO000552,V003,P0025,D08,2024-01-10,2024-01-15,2024-01-12,66.0,65.2,USD,Completed
L009958,PO004488,V027,P0049,D04,2025-08-08,2025-08-13,2025-08-11,90.0,29.24,USD,Completed
L012594,PO005724,V033,P0098,D09,2024-07-10,2024-07-18,2024-07-17,2.0,3701.25,USD,Completed
L006553,PO002966,V019,P0030,D01,2025-10-30,2025-11-03,2025-11-01,263.0,66.83,USD,Completed
L001388,PO000624,V016,P0081,D09,2025-11-06,2025-11-20,2025-11-18,385.0,227.18,USD,Completed
L002002,PO000897,V017,P0032,D06,2024-12-05,2024-12-06,2024-12-06,196.0,224.08,USD,Completed
L005610,PO002525,V009,P0086,D09,2025-04-11,2025-04-29,2025-04-29,2.0,10207.33,USD,Completed
L004582,PO002056,V037,P0095,D04,2024-01-25,2024-02-03,2024-02-24,76.0,161.59,USD,Completed
L011265,PO005093,V001,P0013,D06,2025-07-21,2025-07-24,2025-07-24,11.0,171.81,USD,Completed
L016546,PO007513,V018,P0033,D01,2024-04-14,2024-04-20,2024-04-20,98.0,103.24,USD,Completed
L002524,PO001128,V025,P0051,D07,2025-04-27,2025-05-08,2025-05-07,15.0,1123.41,USD,Completed
L013406,PO006100,V031,P0058,D02,2025-05-29,2025-06-05,2025-06-04,10.0,540.06,USD,Completed
L007260,PO003273,V031,P0059,D09,2024-10-16,2024-10-21,2024-10-22,4.0,175.18,USD,Completed
L018532,PO008393,V030,P0066,D02,2024-12-01,2024-12-14,2024-12-14,78.0,103.63,USD,Completed
L014411,PO006546,V016,P0069,D05,2024-05-12,2024-06-22,2024-06-19,701.0,37.01,USD,Completed
L003079,PO001368,V019,P0035,D01,2025-10-24,2025-10-30,2025-10-27,58.0,1491.54,USD,Completed
L007461,PO003362,V036,P0090,D08,2025-05-31,2025-06-02,2025-06-01,105.0,241.76,USD,Completed
L017609,PO007990,V026,P0047,D02,2024-02-15,2024-02-22,2024-03-03,74.0,78.63,USD,Completed
L015111,PO006867,V039,P0102,D02,2025-04-24,2025-04-28,2025-04-27,50.0,304.36,USD,Completed
L004783,PO002150,V039,P0100,D02,2024-07-18,2024-07-31,2024-07-28,15.0,964.0,USD,Completed
L013152,PO005989,V003,P0005,D01,2025-03-22,2025-04-02,2025-04-21,28.0,998.09,USD,Completed
L004382,PO001963,V037,P0097,D09,2025-08-27,2025-09-26,2025-09-25,2.0,3545.89,USD,Completed
L016999,PO007721,V018,P0035,D08,2025-06-01,2025-06-05,2025-06-05,54.0,1413.02,USD,Completed
L011379,PO005150,V001,P0016,D01,2025-09-20,2025-09-26,2025-09-23,18.0,647.73,USD,Completed
L013116,PO005975,V027,P0047,D04,2025-12-04,2025-12-07,2025-12-07,59.0,98.23,USD,Completed
L006405,PO002897,V026,P0045,D03,2025-02-28,2025-03-07,2025-03-16,100.0,72.79,USD,Completed
L007643,PO003440,V036,P0088,D05,2025-11-02,2025-11-04,2025-11-04,38.0,331.12,USD,Completed
L008068,PO003639,V039,P0106,D02,2025-12-31,2026-01-02,2026-01-01,11.0,1843.1,USD,Completed
L006453,PO002924,V041,P0101,D02,2024-05-12,2024-05-19,,17.0,368.71,USD,Open
L015232,PO006920,V029,P0068,D09,2024-04-01,2024-04-10,2024-04-13,151.0,129.11,USD,Completed
L002166,PO000971,V035,P0089,D08,2025-05-09,2025-05-19,2025-05-16,39.0,316.16,USD,Completed
L008810,PO003966,V002,P0021,D01,2025-11-22,2025-12-04,2025-12-01,14.0,2366.26,USD,Completed
L019543,PO008871,V012,P0071,D08,2025-11-05,2025-11-14,2025-11-12,258.0,419.53,USD,Completed
L003804,PO001699,V006,P0022,D08,2024-02-24,2024-02-26,2024-02-26,55.0,32.21,USD,Completed
L011355,PO005137,V035,P0091,D07,2024-03-26,2024-04-03,2024-04-02,94.0,125.29,USD,Completed
L017816,PO008086,V036,P0090,D03,2025-01-23,2025-01-29,2025-01-26,78.0,259.22,USD,Completed
L013564,PO006173,V031,P0058,D09,2024-06-11,2024-06-21,2024-06-23,4.0,558.84,USD,Completed
L010619,PO004773,V023,P0046,D05,2024-01-29,2024-02-02,2024-02-01,79.0,138.19,USD,Completed
L019509,PO008859,V020,P0029,D03,2024-04-12,2024-04-16,2024-04-14,299.0,257.98,USD,Completed
L014202,PO006457,V007,P0007,D01,2024-12-07,2024-12-12,2024-12-09,11.0,159.47,USD,Completed
L016168,PO007342,V037,P0096,D07,2024-09-16,2024-09-26,2024-09-24,3.0,3323.6,USD,Completed
L007638,PO003438,V004,P0020,D01,2024-07-01,2024-07-09,2024-07-27,12.0,916.78,USD,Completed
L010123,PO004563,V034,P0098,D04,2024-03-19,2024-04-10,2024-05-01,5.0,4066.83,USD,Completed
L010197,PO004590,V001,P0021,D08,2024-11-26,2024-12-02,2024-11-29,9.0,1961.04,USD,Completed
L014512,PO006593,V036,P0094,D04,2025-07-18,2025-07-29,2025-07-28,120.0,169.44,USD,Completed 
L010620,PO004774,V016,P0073,D08,2024-09-08,2024-10-15,2024-10-16,2339.0,4.38,USD,Completed
L015093,PO006857,V002,P0014,D01,2025-09-25,2025-10-04,2025-10-10,25.0,106.42,USD,Completed
L001387,PO000623,V005,P0007,D06,2024-08-04,2024-08-09,2024-08-08,26.0,125.38,USD,Completed
L017446,PO007920,V033,P0098,D07,2024-05-24,2024-06-18,2024-09-01,4.0,3312.86,USD,Completed
L015000,PO006817,V025,P0051,D05,2024-08-12,2024-08-25,2024-08-24,33.0,967.16,USD,Completed
L011488,PO005198,V009,P0082,D09,2024-11-08,2024-11-23,2024-11-23,529.0,228.08,USD,Completed
L013076,PO005960,V035,P0094,D02,2024-04-17,2024-04-26,2024-04-23,120.0,144.08,USD,Completed
L014517,PO006596,V023,P0055,D06,2024-12-02,2024-12-12,2024-12-12,24.0,863.9,USD,Completed
L003096,PO001378,V036,P0096,D07,2025-02-08,2025-03-10,2025-03-26,4.0,4477.37,USD,Completed
L012382,PO005622,V020,P0037,D01,2025-06-29,2025-06-30,2025-06-30,40.0,637.96,USD,Completed
L003286,PO001461,V035,P0089,D02,2025-10-11,2025-10-26,2025-10-26,74.0,307.52,USD,Completed
L009931,PO004476,V011,P0087,D02,2024-02-12,2024-02-29,2024-02-27,1.0,17257.3,USD,Completed
L017389,PO007893,V019,P0035,D06,2024-05-12,2024-05-14,2024-05-14,24.0,1409.25,USD,Completed
L012332,PO005600,V035,P0089,D02,2025-02-15,2025-03-01,2025-03-01,68.0,309.48,USD,Completed
L007848,PO003533,V012,P0072,D02,2024-02-08,2024-03-22,,990.0,107.77,USD,Cancelled
L001314,PO000592,V019,P0028,D03,2025-01-11,2025-01-15,,488.0,204.28,USD,Cancelled
L010086,PO004548,V036,P0093,D06,2025-01-01,2025-01-04,2025-01-02,41.0,235.54,USD,Completed
L012168,PO005517,V009,P0069,D08,2024-07-04,2024-08-17,2024-08-16,1991.0,50.16,USD,Completed
L008421,PO003795,V010,P0084,D02,2024-03-11,2024-04-29,2024-04-29,7.0,1730.92,USD,Completed
L011096,PO005001,V001,P0009,D09,2024-04-18,2024-04-21,2024-04-20,17.0,368.05,USD,Completed
L012873,PO005864,V002,P0005,D01,2024-05-08,2024-05-17,2024-06-06,12.0,1031.46,USD,Completed
